,Construction_Notes,From,District,Permit,Work_Schedule,Contractor,Trench_Length,To,Roadway_Plates_In_Use,Address_1,Address_2,Status,ExpirationDate,Intersection,Permittee,Sidewalk_Plates_In_Use,Project_Category,Estimated_Completion_Date,NumberOfWorkZones,Contact_Number,Neighborhood,Street,_id
575,Sewer Repair (Broken Sewer),,02,EMER-00000,Days & Weekends,Hercules C & G Drain,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-15 00:00:00,,Hercules C & G Drain,,EMERGENCY,2023-02-15 00:00:00,1,1-781-251 97,JAMAICA PLAIN,BROOKLEY RD,576
576,GAS LEAK REPAIR,,02,EXCA-1436915,Days & Weekends,National Grid,,,,7,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,National Grid,,MAINTENANCE,2023-02-24 00:00:00,1,877-304-1203,JAMAICA PLAIN,KINGSBORO PK,577
577,Dig in Doubt (Leak on Service),,02,EMER-1426170,Days & Weekends,Boston Water & Sewer Commi,,,,31,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-04 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,1-617-989 70,JAMAICA PLAIN,BARDWELL ST ,578
578,Service Relay (Leak on Street),,02,EMER-1426143,Days & Weekends,Metro Equipment Corp,,,,34,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,JAMAICA PLAIN,HOPKINS RD,579
579,Service Relay (Leak on Street),,02,EMER-1424067,Days & Weekends,Metro Equipment Corp,,,,115,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,JAMAICA PLAIN,CHESTNUT AV,580
580,Service Relay (Leak on Street),,02,EMER-1424066,Days & Weekends,Metro Equipment Corp,,,,27,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,JAMAICA PLAIN,PARLEY AV,581
581,Service Relay (Leak on Street),,02,EMER-1424077,Days & Weekends,Metro Equipment Corp,,,,200,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-19 00:00:00,1,617-989-7000,JAMAICA PLAIN,POND ST,582
582,GAS LEAK REPAIR,,02,EXCA-1428733,Days & Weekends,National Grid,,,,16,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-03 00:00:00,,National Grid,,MAINTENANCE,2023-02-03 00:00:00,1,877-304-1203,JAMAICA PLAIN,EDGE HILL ST,583
583,Casting Repair - Public Safety Concern,,02,EMER-1424075,Days & Weekends,Steven Companies,,,,18,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-19 00:00:00,1,617-989-7000,JAMAICA PLAIN,PARKSIDE DR,584
584,Service Relay (Leak on Street),,02,EMER-1424057,Days & Weekends,Metro Equipment Corp,,,,22,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-12 00:00:00,1,1-617-989 70,JAMAICA PLAIN,HOPKINS RD,585
585,Service Relay (Leak on Street),,02,EMER-1424050,Days & Weekends,Metro Equipment Corp,,,,76,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-12 00:00:00,1,1-617-989 70,JAMAICA PLAIN,LOUDER'S LN,586
586,Grade 1 Gas Leak,,02,EMER-1323833,Days & Weekends,National Grid,,,,7,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,National Grid,,EMERGENCY,2023-01-12 00:00:00,1,1-877-304 12,JAMAICA PLAIN,WALLACE PK,587
587,Service,,02,EXCA-1368996,Days & Weekends,C McGue Excavating,,,,279,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-03 00:00:00,,C McGue Excavating,,,2023-02-03 00:00:00,1,,JAMAICA PLAIN,LAMARTINE,588
588,INSTALLATION OF GAS MAIN,,02,EXCA-1377070,Days & Weekends,Feeney Brothers Excavation,1100,,,478,566,IDLE,2023-03-07 00:00:00,,National Grid,,NEW CONDUIT AND/OR MAIN,2023-03-07 00:00:00,1,877-304-1203,JAMAICA PLAIN,CENTRE ST,589
589,Control Dig & Reset (Leak on Service),,01F,EMER-1424046,Days & Weekends,Boston Water & Sewer Commi,,,,22,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-07 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-07 00:00:00,1,1-617-989 70,BOSTON PROPER,TYLER ST,590
590,Emergency - Service Outage,,01F,EMER-1164619,Days & Weekends,Verizon,,,,135,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-07 00:00:00,,Verizon,,EMERGENCY,2023-01-07 00:00:00,1,1-800-446 89,BOSTON PROPER,HARRISON AV,591
591,INSTALLATION OF CONDUIT,,01F,EXCA-1424744,Days & Weekends,Danella Line Co,42,,,256,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,Verizon,,SERVICE,2023-02-08 00:00:00,1,800-446-8946,BOSTON PROPER,FRANKLIN ST,592
592,INSTALLATION OF CONDUIT,,01F,EXCA-1428624,Days & Weekends,Mirra Co,60,,,150,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Comcast,,SERVICE,2023-01-13 00:00:00,1,857-919-9935,BOSTON PROPER,TREMONT ST,593
593,Grade 1 Gas Leak,,01F,EMER-1323242,Days & Weekends,National Grid,,,,65,,ONGOING SECTIONS TOPPED TO GRADE,2022-12-29 00:00:00,,National Grid,,EMERGENCY,2023-01-15 00:00:00,1,1-877-304 12,BOSTON PROPER,COURT ST,594
594,Grade 1 Gas Leak,,01F,EMER-1323245,Days & Weekends,National Grid,,,,40,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-04 00:00:00,,National Grid,,EMERGENCY,2023-01-04 00:00:00,1,1-877-304 12,BOSTON PROPER,WATER ST,595
595,Grade 1 Gas Leak,,01F,EMER-1323254,Days & Weekends,National Grid,,,,232,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-04 00:00:00,,National Grid,,EMERGENCY,2023-01-04 00:00:00,1,1-877-304 12,BOSTON PROPER,TREMONT ST,596
596,Grade 1 Gas Leak,,01F,EMER-1323248,Days & Weekends,National Grid,,,,567,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-04 00:00:00,,National Grid,,EMERGENCY,2023-01-04 00:00:00,1,1-877-304 12,BOSTON PROPER,TREMONT ST,597
597,INSTALLATION OF WATER AND SEWER,,01F,EXCA-1426298,Days & Weekends,Ronan 953 LLC,,,,73,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,Ronan 953 LLC,,SERVICE,2023-02-08 00:00:00,1,617-510-1013,BOSTON PROPER,BEACON ST,598
598,Service Outage,,01F,EMER-000000 ,Days & Weekends,Waveguide,,,,100,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Extenet Systems,,EMERGENCY,2023-01-12 00:00:00,1,1-978-995 71,BOSTON PROPER,FEDERAL ST,599
599,Emergency - Cable Repair,,01F,EMER-1160666,Days & Weekends,Mirra Company Co.,,,,10,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Eversource Electric,,EMERGENCY,2023-01-12 00:00:00,1,1-800-592 20,BOSTON PROPER,EDGERLY PL,600
600,Dig in Doubt (Leak on Service),,01F,EMER-1424062,Days & Weekends,Boston Water & Sewer Commi,,,,100,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-13 00:00:00,1,1-617-989 70,BOSTON PROPER,WARRENTON ST,601
601,Service Outage,,01F,EMER-000000,Days & Weekends,Waveguide,,,,210,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Extenet Systems,,EMERGENCY,2023-01-13 00:00:00,1,1-978-995 71,BOSTON PROPER,FRANKLIN ST,602
602,INSTALLATION OF STREET LIGHT BASE AND HANDHOLE IN SIDEWALK,,01F,EXCA-1419501,Days & Weekends,Maverick Construction,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,PARK PL,Boston Public Works,,SERVICE,2023-02-08 00:00:00,1,857-472-0105,BOSTON PROPER,STUART ST,603
603,Grade 1 Gas Leak,,01F,EMER-1516998,Days & Weekends,National Grid,,,,2,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,National Grid,,EMERGENCY,2023-01-19 00:00:00,1,877-304-1203,BOSTON PROPER,HAWTHORNE PL,604
604,Grade 1 Gas Leak,,01F,EMER-1323851,Days & Weekends,National Grid,,,,18,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,National Grid,,EMERGENCY,2023-01-19 00:00:00,1,877-304-1203,BOSTON PROPER,GROVE ST,605
605,Casting Repair - Public Safety Concern,,01F,EMER-1160670,Days & Weekends,Sheerin Construction,,,,31,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,Eversource Electric,,EMERGENCY,2023-01-19 00:00:00,1,800-592-2000,BOSTON PROPER,BOWKER ST,606
606,Casting Repair - Public Safety Concern,,01F,EMER-1424068,Days & Weekends,Boston Water & Sewer Commi,,,,125,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-19 00:00:00,1,617-989-7000,BOSTON PROPER,CONGRESS ST,607
607,INSTALLATION OF CONDUIT,,01F,EXCA-1434399,Weekends,Commonwealth Construction,83,,,175,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-07 00:00:00,,Extenet,,NEW CONDUIT AND/OR MAIN,2023-02-07 00:00:00,1,978-314-3992,BOSTON PROPER,CAMBRIDGE ST,608
608,INSTALLATION OF 2 GAS SERVICES,,01F,EXCA-1433478,Days & Weekends,National Grid,,,,130,132,ONGOING SECTIONS TOPPED TO GRADE,2023-02-10 00:00:00,,National Grid,,SERVICE,2023-02-10 00:00:00,1,877-304-1203,BOSTON PROPER,ARLINGTON ST,609
609,INSTALLATION OF CONDUIT,,01F,EXCA-1370837,Weekends,Danella Line Co,88,,,85,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-23 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-02-23 00:00:00,1,800-446-8946,BOSTON PROPER,DEVONSHIRE ST,610
610,Emergency MH Repair,,01F,EMER-,Days & Weekends,G Greene Construction,,,,29,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-26 00:00:00,,Eversource Electric,,EMERGENCY,2023-02-08 00:00:00,1,800-592-2000,BOSTON PROPER,COURT SQ,611
611,Emergency - Service Reroute,,01F,EMER-1160677,Days & Weekends,Riley Brothers,,,,10,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-26 00:00:00,,Eversource Electric,,EMERGENCY,2023-01-26 00:00:00,1,800-592-2000,BOSTON PROPER,CHARLES ST,612
612,GAS LEAK REPAIR,,01F,EXCA-1433609,Days & Weekends,National Grid,,,,971,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-10 00:00:00,,National Grid,,MAINTENANCE,2023-02-10 00:00:00,1,877-304-1203,BOSTON PROPER,TREMONT ST,613
613,Hydrant Repair (Inoperable Hydrant),,01F,EMER-1426164,Days & Weekends,Metro Equipment Corp,,,,745,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-07 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,617-989-7000,BOSTON PROPER,ATLANTIC AV,614
614,INSTALLATION OF CONDUIT,,01F,EXCA-1435459,Days & Weekends,Danella Line Co,10,,,20,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-17 00:00:00,,Verizon,,SERVICE,2023-02-17 00:00:00,1,800-446-8946,BOSTON PROPER,PARK PLAZA,615
615,Grade 1 Gas Leak,,01F,EMER-1333338,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-04 00:00:00,FELLOWS,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,1-877-304 12,BOSTON PROPER,EAST LENNOX,616
616,INSTALLATION OF GAS SERVICE,,01F,EXCA-1433479,Days & Weekends,National Grid,,,,134,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-10 00:00:00,,National Grid,,SERVICE,2023-02-10 00:00:00,1,877-304-1203,BOSTON PROPER,ARLINGTON ST,617
617,GAS LAMP REPAIR,,01F,EXCA-1436828,Days & Weekends,National Grid,,,,0,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,National Grid,,MAINTENANCE,2023-02-24 00:00:00,1,877-304-1203,BOSTON PROPER,CEDAR LANE WY,618
618,INSTALLATION OF CONDUIT,,01F,EXCA-1435467,Days & Weekends,Danella Line Co,29,,,49,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-17 00:00:00,,Verizon,,SERVICE,2023-02-17 00:00:00,1,800-446-8946,BOSTON PROPER,BEACH ST,619
619,Emergency - Cable Replacement,,01F,EMER-1358827,Days & Weekends,Eversource Electric,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-09 00:00:00,,Eversource Electric,,EMERGENCY,2023-02-09 00:00:00,1,800-592-2000,BOSTON PROPER,PEARL ST,620
620,Casting Repair - Public Safety Concern,,01F,EMER-1358837,Days & Weekends,G Greene Construction,,,,150,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-16 00:00:00,,Eversource Electric,,EMERGENCY,2023-02-16 00:00:00,1,800-592-2000,BOSTON PROPER,TREMONT ST,621
621,Casting Repair - Public Safety Concern,,01F,EMER-1358835,Days & Weekends,Sheerin Construction,,,,200,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-15 00:00:00,,Eversource Electric,,EMERGENCY,2023-02-15 00:00:00,1,800-592-2000,BOSTON PROPER,CAMBRIDGE ST,622
622,REPLACE/RESET MANHOLE,,01F,EXCA-1440342,Days & Weekends,Mirra Company Co.,,,,8,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-16 00:00:00,,Comcast,,MAINTENANCE,2023-03-16 00:00:00,1,857-919 9355,BOSTON PROPER,ST GERMAIN ST,623
623,GAS LEAK REPAIR,,01F,EXCA-1439968,Days & Weekends,National Grid,,,,125,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-15 00:00:00,,National Grid,,MAINTENANCE,2023-03-15 00:00:00,1,877-304-1203,BOSTON PROPER,BEACON ST,624
624,,,01F,EXCA-1439929,Days & Weekends,National Grid,,,,65,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-15 00:00:00,,National Grid,,MAINTENANCE,2023-03-15 00:00:00,1,877-304-1203,BOSTON PROPER,COMMONWEALTH AV,625
625,Emergency - Manhole Structural Repair,,01F,EMER-1358838,Days & Weekends,Sheerin Construction,,,,59,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-17 00:00:00,,Eversource Electric,,EMERGENCY,2023-02-17 00:00:00,1,800-592-2000,BOSTON PROPER,WAREHAM ST,626
626,INSTALLATION OF CONDUIT,,01F,EXCA-1435470,Days & Weekends,Danella Line Co,20,,,25,31,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,Verizon,,SERVICE,2023-02-24 00:00:00,1,800-446-8946,BOSTON PROPER,WEST ST,627
627,Sewer Repair (Broken Sewer),,01F,EMER-0000,Days & Weekends,Hercules C & G Drain,,,,65,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-18 00:00:00,,Hercules C & G Drain,,EMERGENCY,2023-02-23 00:00:00,1,,BOSTON PROPER,CHESTNUT ST,628
628,Grade 1 Gas Leak,,01F,EMER-1364998,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-22 00:00:00,SPRING LANE,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,BOSTON PROPER,DEVONSHIRE ST,629
629,Grade 1 Gas Leak,,01F,EMER-1436141,Days & Weekends,National Grid,,,,150,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-18 00:00:00,,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,BOSTON PROPER,TREMONT ST,630
630,Grade 1 Gas Leak,,01F,EMER-1365000,Days & Weekends,National Grid,,,,55,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-22 00:00:00,,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,BOSTON PROPER,COURT ST,631
631,INSTALLATION OF CONDUIT,,01F,EXCA-1438066,Days & Weekends,Riley Brothers,191,,,0,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-09 00:00:00,,Eversource Electric,,NEW CONDUIT AND/OR MAIN,2023-03-09 00:00:00,1,800-592-2000,BOSTON PROPER,CHATHAM ST,632
632,INSTALLATION OF GAS MAIN,,01F,EXCA-1397579,Days & Weekends,Feeney Brothers Excavation,353,,,3,23,IDLE,2023-03-17 00:00:00,,National Grid,,NEW CONDUIT AND/OR MAIN,2023-03-17 00:00:00,1,877-304-1203,BOSTON PROPER,HUDSON ST,633
633,INSTALLATION OF CONDUIT,,01F,EXCA-1441656,Weekends,Danella Line Co,,,,126,138,ONGOING SECTIONS TOPPED TO GRADE,2023-03-19 00:00:00,,Verizon,,SERVICE,2023-03-19 00:00:00,1,800-446-8946,BOSTON PROPER,HIGH ST,634
634,Grade 1 Gas Leak,,01F,EMER-1365010,Days & Weekends,National Grid,,,,83,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,National Grid,,EMERGENCY,2023-02-24 00:00:00,1,877-304-1203,BOSTON PROPER,ESSEX ST,635
635,,,01F,EXCA-1444991,Days & Weekends,Danella Line Co,,,,20,30,,2023-04-09 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-04-09 00:00:00,1,800-446-8946,BOSTON PROPER,CLINTON ST,636
636,,,01F,EXCA-1446902,Days & Weekends,Danella Line Co,,,,72,,,2023-03-31 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-03-31 00:00:00,1,800-446-8946,BOSTON PROPER,KNEELAND ST,637
637,,,01F,EMER-1376360,Days & Weekends,National Grid,,,,101,,,2023-03-17 00:00:00,,National Grid,,EMERGENCY,2023-03-17 00:00:00,1,877-304-1203,BOSTON PROPER,TREMONT ST,638
638,,,01F,EMER-1376353,Days & Weekends,,,,,43,,ONGOING SECTIONS TOPPED TO GRADE,,,,,EMERGENCY,,1,,BOSTON PROPER,FLEET ST,639
639,Grade 1 Gas Leak,,01F,EMER-1376362,Days & Weekends,National Grid,,,,885,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,BOSTON PROPER,BOYLSTON ST,640
640,Grade 1 Gas Leak,,01F,EMER-1376360,Days & Weekends,National Grid,,,,101,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,BOSTON PROPER,TREMONT ST,641
641,Grade 1 Gas Leak,,01F,EMER-1529351,Days & Weekends,National Grid,,,,43,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,BOSTON PROPER,GRAY ST,642
642,,,01F,EXCA-1438035,Days & Weekends,Riley Brothers,,,,200,,,2023-04-16 00:00:00,,Eversource Electric,,NEW CONDUIT AND/OR MAIN,2023-04-16 00:00:00,1,800-592-2000,BOSTON PROPER,TREMONT ST,643
643,INSTALLATION OF CONDUIT,,01F,EXCA-1443325,Days & Weekends,Danella Line Co,470,,,1,20,,2023-03-22 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-03-22 00:00:00,1,800-446-8946,BOSTON PROPER,PARK PLAZA,644
644,Gate Repair (Inoperable Gate),,01F,EMER-1436429,Days & Weekends,Boston Water & Sewer Commi,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,617-989-7000,BOSTON PROPER,SCHOOL ST,645
645,Grade 1 Gas Leak,,01F,EMER-1365019,Days & Weekends,National Grid,,,,77,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,877-304-1203,BOSTON PROPER,HARRISON AV,646
646,DRAIN REPAIR,,01F,EXCA-1440238,Days & Weekends,J. Derenzo Company,,,,700,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-12 00:00:00,,J. Derenzo Company,,SERVICE,2023-03-12 00:00:00,1,,BOSTON PROPER,ATLANTIC  AV,647
647,Repairing Patch/Trench - Public Safety Concern,,01F,EMER-1436423,Days & Weekends,D'Allessandro Corp,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,SCHOOL ST,Boston Water & Sewer Commission,,EMERGENCY,,1,617-989-7000,BOSTON PROPER,TREMONT ST,648
648,Grade 1 Gas Leak,,01F,EMER-1527997,Days & Weekends,National Grid,,,,521,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,BOSTON PROPER,BEACON ST,649
649,Emergency - Manhole Structural Repair,,01F,EMER-1436146,Days & Weekends,Sheerin Construction,,,,100,,ONGOING SECTIONS TOPPED TO GRADE,,,Eversource Electric,,EMERGENCY,,1,1-800-592 20,BOSTON PROPER,NASHUA ST,650
650,Service Repair (Leak on Service),,01C,EMER-1442331,Days & Weekends,Metro Equipment Corp,,,,145,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,SOUTH END/BACK BAY,EAST BERKELEY ST,651
651,Grade 1 Gas Leak,,01C,EMER-1376343,Days & Weekends,National Grid,,,,710,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,652
652,Emergency Fire Pipe Repair,,01C,EMER-000000,Days & Weekends,Hercules C & G Drain,,,,28,,ONGOING SECTIONS TOPPED TO GRADE,,,Hercules C & G Drain,,EMERGENCY,,1,1-781-251 97,SOUTH END/BACK BAY,EAST SPRINGFIELD ST,653
653,Casting Repair - Public Safety Concern,,01C,EMER-1442333,Days & Weekends,Steven Companies,,,,151,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,SOUTH END/BACK BAY,BEACON ST,654
654,Casting Repair - Public Safety Concern,,01C,EMER-1442332,Days & Weekends,Steven Companies,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,SOUTH END/BACK BAY,PUBLIC ALLEY 414,655
655,Grade 1 Gas Leak,,01C,EMER-1365022,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,877-304-1203,SOUTH END/BACK BAY,BOYLSTON ST,656
656,Grade 1 Gas Leak,,01C,EMER-1365023,Days & Weekends,National Grid,,,,434,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,SOUTH END/BACK BAY,HARRISON AV,657
657,Emergency - Cable Replacement,,01C,EMER-1397121,Days & Weekends,Mirra Company Co.,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,HUNTINGTON AV,Comcast,,EMERGENCY,,1,1-857-919 93,SOUTH END/BACK BAY,BLAGDEN ST,658
658,Grade 1 Gas Leak,,01C,EMER-1376368,Days & Weekends,National Grid,,,,720,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,SOUTH END/BACK BAY,HARRISON AV,659
659,,,01C,EXCA-1446974,Days & Weekends,Danella Line Co,,,,939,,,2023-03-17 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-03-17 00:00:00,1,800-446-8946,SOUTH END/BACK BAY,BOYLSTON ST,660
660,Hydrant Repair (Inoperable Hydrant),,01C,EMER-1442345,Days & Weekends,Boston Water & Sewer Commi,,,,1,,ONGOING SECTIONS TOPPED TO GRADE,,,Boston Water & Sewer Commission,,EMERGENCY,,1,1-617-989 70,SOUTH END/BACK BAY,THEODORE A GLYNN WAY,661
661,,,01C,EMER-0000000,Days & Weekends,Ronan 953 LLC,,,,569,,,2023-03-17 00:00:00,,Ronan 953 LLC,,EMERGENCY,2023-03-17 00:00:00,1,,SOUTH END/BACK BAY,BOYLSTON ST,662
662,,,01C,EMER-1376359,Days & Weekends,National Grid,,,,780,,,2023-03-17 00:00:00,,National Grid,,EMERGENCY,2023-03-17 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,ALBANY ST,663
663,,,01C,EXCA-1447246,Days & Weekends,Rosciti Construction,,,,40,,,2023-04-13 00:00:00,,Crown Castle,,NEW CONDUIT AND/OR MAIN,2023-04-13 00:00:00,1,888-632-0931,SOUTH END/BACK BAY,TRINITY PL,664
664,GAS LEAK REPAIR,,01C,EXCA-1439964,Days & Weekends,National Grid,,,,405,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-15 00:00:00,,National Grid,,MAINTENANCE,2023-03-15 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,COLUMBUS AV,665
665,GAS LEAK REPAIR,,01C,EXCA-1439965,Days & Weekends,National Grid,,,,142,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-16 00:00:00,,National Grid,,MAINTENANCE,2023-03-16 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,BERKELEY ST,666
666,Grade 1 Gas Leak,,01C,EMER-1365001,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-23 00:00:00,BOYLSTON ST,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,CLARENDON ST,667
667,Grade 1 Gas Leak,,01C,EMER-1365006,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-23 00:00:00,GLOUCESTER ST,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,BOYLSTON ST,668
668,INSTALLATION OF WATER SEWER AND DRAIN / RECESSED PLATES IN GUTTER ON ALBANY ST,,01C,EXCA-1385228,Days & Weekends,The Dow Company,,,3,88,,PLATES RECESSED,2023-03-17 00:00:00,ALBANY ST,The Dow Company,,SERVICE,2023-03-17 00:00:00,1,978-828 4601,SOUTH END/BACK BAY,EAST NEWTON,669
669,GAS LEAK REPAIR,,01C,EXCA-1441727,Days & Weekends,National Grid,,,,38,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-17 00:00:00,,National Grid,,MAINTENANCE,2023-03-17 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,CLARENDON ST,670
670,CLEAN AND CEMENT LINE 5X5,,01C,EXCA-1436865,Days & Weekends,RJV Construction,,,5,50,,PLATES PINNED & BERMED,2023-03-07 00:00:00,,Boston Water & Sewer Commission,,MAINTENANCE,2023-03-07 00:00:00,1,617-989-7000,SOUTH END/BACK BAY,DALTON ST,671
671,Grade 1 Gas Leak,,01C,EMER-1523644,Days & Weekends,National Grid,,,,551,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-25 00:00:00,,National Grid,,EMERGENCY,,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST ,672
672,MANHOLE REPAIR,,01C,EXCA-1442030,Days & Weekends,Mirra Company Co.,,,,13,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-20 00:00:00,,Comcast,,SERVICE,2023-03-20 00:00:00,1,857-919 9355,SOUTH END/BACK BAY,ISABELLA ST,673
